iata_code,icao_code,name,city,country_code,continent,latitude,longitude,elevation_ft,type,scheduled_service
AAA,NTGA,Anaa Airport,Anaa,PF,OC,-17.3526,-145.509995,10,medium_airport,yes
AAC,HEAR,El Arish International Airport,El Arish,EG,AF,31.055324,33.827964,118,large_airport,yes
AAE,DABB,Annaba Rabah Bitat Airport,Annaba,DZ,AF,36.826781,7.81334,16,large_airport,yes
AAL,EKYT,Aalborg Airport,Aalborg,DK,EU,57.094763,9.84993,10,large_airport,yes
AAM,FAMD,Malamala Airport,Malamala,ZA,AF,-24.816866,31.544085,1124,medium_airport,no
AAN,OMAL,Al Ain International Airport,Al Ain,AE,AS,24.2617,55.6092,869,large_airport,yes
AAO,SVAN,Anaco Airport,Anaco,VE,SA,9.430225,-64.470726,721,medium_airport,no
AAP,WALS,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda,ID,AS,-0.374478,117.250128,82,medium_airport,yes
AAQ,URKA,Anapa Vityazevo Airport,Krasnyi Kurgan,RU,EU,45.002102,37.347301,174,medium_airport,yes
AAR,EKAH,Aarhus Airport,Aarhus,DK,EU,56.303331,10.618286,82,large_airport,yes
AAT,ZWAT,Altay Xuedu Airport,Altay,CN,AS,47.749886,88.085808,2460,medium_airport,yes
AAV,RPMA,Allah Valley Airport,Surallah,PH,AS,6.367903,124.752431,659,medium_airport,no
AAX,SBAX,Romeu Zema Airport,Araxá,BR,SA,-19.5632,-46.9604,3276,medium_airport,yes
AAY,OYGD,Al Ghaydah International Airport,Al Ghaydah,YE,AS,16.193341,52.174186,134,medium_airport,yes
ABA,UNAA,Abakan International Airport,Abakan,RU,AS,53.740002,91.385002,831,large_airport,yes
ABB,DNAS,Asaba International Airport,Asaba,NG,AF,6.204167,6.665278,305,large_airport,yes
ABC,LEAB,Albacete Airport / Los Llanos Air Base,Albacete,ES,EU,38.948502,-1.86352,2302,medium_airport,no
ABD,OIAA,Abadan Ayatollah Jami International Airport,Abadan,IR,AS,30.367887,48.230075,10,large_airport,yes
ABE,KABE,Lehigh Valley International Airport,Allentown/Bethlehem,US,NA,40.651773,-75.442797,393,medium_airport,yes
ABI,KABI,Abilene Regional Airport,Abilene,US,NA,32.4113006592,-99.68190002440001,1791,medium_airport,yes
ABJ,DIAP,Félix-Houphouët-Boigny International Airport,Abidjan,CI,AF,5.26139,-3.92629,21,large_airport,yes
ABK,HAKD,Kebri Dahar Airport,Kebri Dahar,ET,AF,6.732577,44.241339,1800,medium_airport,yes
ABL,PAFM,Ambler Airport,Ambler,US,NA,67.105529,-157.855339,334,medium_airport,yes
ABQ,KABQ,Albuquerque International Sunport,Albuquerque,US,NA,35.039976,-106.608925,5355,large_airport,yes
ABR,KABR,Aberdeen Regional Airport,Aberdeen,US,NA,45.449100494384766,-98.42179870605469,1302,medium_airport,yes
ABS,HEBL,Abu Simbel Airport,Abu Simbel,EG,AF,22.375924,31.611734,614,medium_airport,yes
ABT,OEBA,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,SA,AS,20.298506,41.636153,5486,medium_airport,yes
ABV,DNAA,Nnamdi Azikiwe International Airport,Abuja,NG,AF,9.00679,7.26317,1123,large_airport,yes
ABX,YMAY,Albury Airport,East Albury,AU,OC,-36.066758,146.959148,539,medium_airport,yes
ABY,KABY,Southwest Georgia Regional Airport,Albany,US,NA,31.532946,-84.196215,197,medium_airport,yes
ABZ,EGPD,Aberdeen International Airport,Aberdeen,GB,EU,57.2019,-2.19778,215,large_airport,yes
ACA,MMAA,General Juan N. Álvarez International Airport,Acapulco,MX,NA,16.757126,-99.753113,16,large_airport,yes
ACC,DGAA,Kotoka International Airport,Accra,GH,AF,5.605189800262451,-0.16678600013256073,205,large_airport,yes
ACE,GCRR,César Manrique-Lanzarote Airport,San Bartolomé,ES,AF,28.945499,-13.6052,46,large_airport,yes
ACH,LSZR,Sankt Gallen Altenrhein Airport,St. Gallen,CH,EU,47.485001,9.56077,1306,medium_airport,yes
ACI,EGJA,Alderney Airport,Saint Anne,GG,EU,49.706104,-2.21472,290,medium_airport,yes
ACJ,VCCA,Anuradhapura Airport,Anuradhapura,LK,AS,8.301542,80.42848,324,medium_airport,no
ACK,KACK,Nantucket Memorial Airport,Nantucket,US,NA,41.25310135,-70.06020355,47,medium_airport,yes
ACN,MMCC,Ciudad Acuña International Airport,Ciudad Acuña,MX,NA,29.333662,-101.100555,1410,medium_airport,no
ACS,UNKS,Achinsk Airport,Achinsk,RU,AS,56.269185,90.57511,1033,medium_airport,no
ACT,KACT,Waco Regional Airport,Waco,US,NA,31.611299514770508,-97.23049926757812,516,medium_airport,yes
ACV,KACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,NA,40.978101,-124.109,221,medium_airport,yes
ACX,ZUYI,Xingyi Wanfenglin Airport,Xingyi,CN,AS,25.083423,104.960804,4150,medium_airport,yes
ACY,KACY,Atlantic City International Airport,Atlantic City,US,NA,39.456201,-74.577511,75,medium_airport,yes
ACZ,OIZB,Zabol Airport,Zabol,IR,AS,31.098301,61.5439,1628,medium_airport,no
ADA,LTAF,Adana Şakirpaşa Airport,Seyhan,TR,AS,36.982201,35.280399,65,large_airport,yes
ADB,LTBJ,Adnan Menderes International Airport,Gaziemir,TR,AS,38.2924,27.157,412,large_airport,yes
ADD,HAAB,Addis Ababa Bole International Airport,Addis Ababa,ET,AF,8.97789,38.799301,7630,large_airport,yes
ADE,OYAA,Aden International Airport,Aden,YE,AS,12.829564,45.029976,7,large_airport,yes
ADF,LTCP,Adıyaman Airport,Adıyaman,TR,AS,37.7314,38.468899,2216,medium_airport,yes
ADI,FYAR,Arandis Airport,Arandis,NA,AF,-22.461875,14.979322,1905,medium_airport,no
ADJ,OJAM,Marka International (Amman Civil) Airport,Amman,JO,AS,31.9727,35.9916,2555,large_airport,yes
ADK,PADK,Adak Airport,Adak,US,NA,51.883564,-176.642783,18,medium_airport,yes
ADL,YPAD,Adelaide International Airport,Adelaide,AU,OC,-34.947512,138.533393,20,large_airport,yes
ADP,VCCG,Ampara Airport,Ampara,LK,AS,7.336745,81.623869,150,medium_airport,no
ADQ,PADQ,Kodiak Airport,Kodiak,US,NA,57.75,-152.4940033,78,medium_airport,yes
ADT,KADH,Ada Regional Airport,Ada,US,NA,34.805214,-96.671988,1016,medium_airport,no
ADU,OITL,Ardabil Airport,Ardabil,IR,AS,38.3256988525,48.4244003296,4315,medium_airport,yes
ADW,KADW,Joint Base Andrews,Camp Springs,US,NA,38.810799,-76.866997,280,medium_airport,no
ADX,EGQL,Leuchars Station Airfield,"Leuchars, Fife",GB,EU,56.37398,-2.868862,38,medium_airport,no
ADZ,SKSP,Gustavo Rojas Pinilla International Airport,San Andrés,CO,NA,12.5836,-81.7112,19,large_airport,yes
AEB,ZGBS,Baise (Bose) Bama Airport,Baise (Tianyang),CN,AS,23.7206,106.959999,490,medium_airport,yes
AEG,WIME,Aek Godang Airport,Padang Sidempuan,ID,AS,1.4001,99.430496,922,medium_airport,no
AEH,FTTC,Abeche Airport,Abeche,TD,AF,13.847,20.844299,1788,medium_airport,yes
AEP,SABE,Aeroparque Jorge Newbery,Buenos Aires,AR,SA,-34.559419,-58.415536,18,large_airport,yes
AER,URSS,Sochi International Airport,Sochi,RU,EU,43.449902,39.9566,89,large_airport,yes
AES,ENAL,Ålesund Airport,Ålesund,NO,EU,62.560443,6.110845,69,large_airport,yes
AEU,OIBA,Abu Musa Island Airport,Abu Musa,IR,AS,25.8757,55.033001,23,medium_airport,yes
AEX,KAEX,Alexandria International Airport,Alexandria,US,NA,31.325828,-92.546702,89,medium_airport,yes
AEY,BIAR,Akureyri International Airport,Akureyri,IS,EU,65.656573,-18.072018,6,large_airport,yes
AFA,SAMR,Suboficial Ay Santiago Germano Airport,San Rafael,AR,SA,-34.588299,-68.4039,2470,medium_airport,yes
AFL,SBAT,Piloto Osvaldo Marques Dias Airport,Alta Floresta,BR,SA,-9.866389,-56.106298,948,medium_airport,yes
AFW,KAFW,Perot Field/Fort Worth Alliance Airport,Fort Worth,US,NA,32.99044,-97.31947,722,medium_airport,no
AFY,LTAH,Afyon Air Base,Afyonkarahisar,TR,AS,38.726398,30.601101,3310,medium_airport,no
AFZ,OIMS,Sabzevar National Airport,Sabzevar,IR,AS,36.16809844970703,57.59519958496094,3010,medium_airport,yes
AGA,GMAD,Al Massira Airport,Agadir (Temsia),MA,AF,30.322478,-9.412003,250,large_airport,yes
AGB,EDMA,Augsburg Airport,Augsburg,DE,EU,48.425278,10.931667,1516,medium_airport,no
AGC,KAGC,Allegheny County Airport,Pittsburgh,US,NA,40.354401,-79.930199,1252,medium_airport,no
AGF,LFBA,Agen La Garenne airport,Agen,FR,EU,44.174171,0.59309,204,medium_airport,no
AGH,ESTA,Ängelholm-Helsingborg Airport,Ängelholm,SE,EU,56.29610061645508,12.847100257873535,68,medium_airport,yes
AGP,LEMG,Málaga-Costa del Sol Airport,Málaga,ES,EU,36.6749,-4.49911,53,large_airport,yes
AGR,VIAG,Agra Airport / Agra Air Force Station,Agra,IN,AS,27.157975,77.961025,551,medium_airport,yes
AGS,KAGS,Augusta Regional At Bush Field,Augusta,US,NA,33.3699,-81.9645,144,medium_airport,yes
AGT,SGES,Guaraní International Airport,Ciudad del Este,PY,SA,-25.457186,-54.839544,846,large_airport,yes
AGU,MMAS,Aguascalientes International Airport,Aguascalientes,MX,NA,21.699589,-102.318372,6112,large_airport,yes
AGV,SVAC,Oswaldo Guevara Mujica Airport,Acarigua,VE,SA,9.553375,-69.237869,640,medium_airport,no
AGX,VOAT,Agatti Airport,Agatti,IN,AS,10.8237,72.176003,14,medium_airport,yes
AGZ,FAAG,Aggeneys Airport,Aggeneys,ZA,AF,-29.281799,18.8139,2648,medium_airport,no
AHA,VEAP,Maa Mahamaya Airport,Ambikapur,IN,AS,22.98753,83.19612,1930,medium_airport,yes
AHB,OEAB,Abha International Airport,Abha,SA,AS,18.2404,42.656601,6858,large_airport,yes
AHE,NTHE,Ahe Airport,Ahe Atoll,PF,OC,-14.428099632263184,-146.2570037841797,11,medium_airport,yes
AHJ,ZUHY,Hongyuan Airport,Ngawa (Hongyuan),CN,AS,32.53154,102.35224,11600,medium_airport,no
AHN,KAHN,Athens Ben Epps Airport,Athens,US,NA,33.948842,-83.325634,808,medium_airport,no
AHO,LIEA,Alghero-Fertilia Airport,Alghero,IT,EU,40.632099,8.29077,87,medium_airport,yes
AHU,GMTA,Cherif Al Idrissi Airport,Al Hoceima,MA,AF,35.177101,-3.83952,95,medium_airport,no
AIA,KAIA,Alliance Municipal Airport,Alliance,US,NA,42.052543,-102.803965,3931,medium_airport,yes
AIN,PAWI,Wainwright Airport,Wainwright,US,NA,70.638,-159.994995,41,medium_airport,yes
AJA,LFKJ,Ajaccio Napoléon Bonaparte airport,Ajaccio,FR,EU,41.923599,8.80292,18,medium_airport,yes
AJF,OESK,Al-Jawf International Airport,Al-Jawf,SA,AS,29.783301,40.100905,2261,large_airport,yes
AJI,LTCO,Ağrı Airport,Ağrı,TR,AS,39.655642,43.025742,5462,medium_airport,yes
AJL,VELP,Lengpui Airport,Aizawl (Lengpui),IN,AS,23.840599,92.619698,1398,medium_airport,yes
AJN,FMCV,Ouani Airport,Ouani,KM,AF,-12.131047,44.430044,62,medium_airport,yes
AJR,ESNX,Arvidsjaur Airport,Arvidsjaur,SE,EU,65.59030151367188,19.28190040588379,1245,medium_airport,yes
AJU,SBAR,Aracaju - Santa Maria Airport,Aracaju,BR,SA,-10.98394,-37.072873,23,medium_airport,yes
AJY,DRZA,Mano Dayak International Airport,Agadez,NE,AF,16.966,8.00011,1657,medium_airport,no
AKC,KAKR,Akron Fulton International Airport,Akron,US,NA,41.037355,-81.46784,1067,medium_airport,no
AKD,VAAK,Akola Airport,Akola,IN,AS,20.698931,77.056883,999,medium_airport,no
AKF,HLKF,Kufra Airport,Kufra,LY,AF,24.178699493408203,23.31399917602539,1367,medium_airport,yes
AKH,OEPS,Prince Sultan Air Base,Al Kharj,SA,AS,24.0627,47.580502,1651,medium_airport,no
AKJ,RJEC,Asahikawa Airport,Higashikagura,JP,AS,43.670799,142.447006,721,medium_airport,yes
AKL,NZAA,Auckland International Airport,Auckland,NZ,OC,-37.01199,174.786331,23,large_airport,yes
AKN,PAKN,King Salmon Airport,King Salmon,US,NA,58.677845,-156.651965,73,medium_airport,yes
AKP,PAKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,NA,68.133598,-151.742996,2102,medium_airport,yes
AKR,DNAK,Akure Airport,Akure,NG,AF,7.246739864349365,5.3010101318359375,1100,medium_airport,yes
AKT,LCRA,RAF Akrotiri,Akrotiri,CY,AS,34.590401,32.9879,76,medium_airport,no
AKU,ZWAK,Aksu Hongqipo Airport,Aksu (Onsu),CN,AS,41.262501,80.291702,3816,medium_airport,yes
AKW,OIAG,Aghajari Airport,Omidiyeh,IR,AS,30.7444,49.6772,88,medium_airport,no
AKX,UATT,Aktobe International Airport,Aktobe,KZ,AS,50.248116,57.204144,738,large_airport,yes
AKY,VYSW,Sittwe Airport,Sittwe,MM,AS,20.133165,92.870693,27,medium_airport,yes
ALA,UAAA,Almaty International Airport,Almaty,KZ,AS,43.354267,77.042828,2234,large_airport,yes
ALB,KALB,Albany International Airport,Albany,US,NA,42.748299,-73.801697,285,large_airport,yes
ALC,LEAL,Alicante-Elche Miguel Hernández Airport,Alicante,ES,EU,38.2822,-0.558156,142,large_airport,yes
ALF,ENAT,Alta Airport,Alta,NO,EU,69.976097,23.3717,9,medium_airport,yes
ALG,DAAG,Houari Boumediene Airport,Algiers,DZ,AF,36.693886,3.214531,82,large_airport,yes
ALH,YABA,Albany Airport,Albany,AU,OC,-34.943333,117.808889,233,medium_airport,yes
ALI,KALI,Alice International Airport,Alice,US,NA,27.7409,-98.026901,178,medium_airport,no
ALJ,FAAB,Alexander Bay Airport,Alexander Bay,ZA,AF,-28.575001,16.5333,98,medium_airport,no
ALM,KALM,Alamogordo White Sands Regional Airport,Alamogordo,US,NA,32.837818,-105.993149,4200,medium_airport,no
ALN,KALN,St Louis Regional Airport,Alton/St Louis,US,NA,38.89030075069999,-90.0459976196,544,medium_airport,no
ALO,KALO,Waterloo Regional Airport,Waterloo,US,NA,42.557098388671875,-92.40029907226562,873,medium_airport,yes
ALP,OSAP,Aleppo International Airport,Aleppo,SY,AS,36.181262,37.226869,1276,large_airport,yes
ALR,NZLX,Alexandra Aerodrome,Alexandra,NZ,OC,-45.210495,169.371113,752,medium_airport,no
ALS,KALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,US,NA,37.434898,-105.866997,7539,medium_airport,yes
ALW,KALW,Walla Walla Regional Airport,Walla Walla,US,NA,46.09489822,-118.288002,1194,medium_airport,yes
AMA,KAMA,Rick Husband Amarillo International Airport,Amarillo,US,NA,35.217857,-101.706444,3607,medium_airport,yes
AMD,VAAH,Sardar Vallabh Patel International Airport,Ahmedabad,IN,AS,23.0772,72.634697,189,large_airport,yes
AMH,HAAM,Arba Minch Airport,Arba Minch,ET,AF,6.03939,37.5905,3901,medium_airport,yes
AMM,OJAI,Queen Alia International Airport,Amman,JO,AS,31.7226009369,35.9931983948,2395,large_airport,yes
AMQ,WAPP,Pattimura International Airport,Ambon,ID,AS,-3.71026,128.089005,33,large_airport,yes
AMS,EHAM,Amsterdam Airport Schiphol,Amsterdam,NL,EU,52.308601,4.76389,-11,large_airport,yes
AMV,ULDD,Amderma Airport,Amderma,RU,AS,69.76329803466797,61.556400299072266,13,medium_airport,yes
AMZ,NZAR,Ardmore Airport,Manurewa,NZ,OC,-37.029701232910156,174.97300720214844,111,medium_airport,no
ANB,KANB,Anniston Regional Airport,Anniston,US,NA,33.5882,-85.8581,612,medium_airport,no
ANC,PANC,Ted Stevens Anchorage International Airport,Anchorage,US,NA,61.179004,-149.992561,152,large_airport,yes
AND,KAND,Anderson Regional Airport,Anderson,US,NA,34.4945983887,-82.70939636230001,782,medium_airport,no
ANE,LFJR,Angers Marcé airport,Angers,FR,EU,47.560299,-0.312222,194,medium_airport,no
ANF,SCFA,Andrés Sabella Gálvez International Airport,Antofagasta,CL,SA,-23.445274,-70.445232,455,large_airport,yes
ANG,LFBU,Angoulême Brie-Champniers airport,Angoulême,FR,EU,45.729198,0.221456,436,medium_airport,no
ANI,PANI,Aniak Airport,Aniak,US,NA,61.581600189208984,-159.54299926757812,88,medium_airport,yes
ANK,LTAD,Etimesgut Air Base,Ankara,TR,AS,39.949798584,32.6885986328,2653,medium_airport,no
ANM,FMNH,Antsirabe Airport,Antsirabe,MG,AF,-14.9994,50.320202,20,medium_airport,no
ANN,PANT,Annette Island Airport,Metlakatla,US,NA,55.037663,-131.572609,119,medium_airport,no
ANR,EBAW,Antwerp International Airport (Deurne),Antwerp,BE,EU,51.190667,4.463153,39,medium_airport,yes
ANU,TAPA,V. C. Bird International Airport,Osbourn,AG,NA,17.1367,-61.792702,62,large_airport,yes
ANV,PANV,Anvik Airport,Anvik,US,NA,62.646702,-160.190994,291,medium_airport,yes
ANX,ENAN,"Andøya Airport, Andenes",Andenes,NO,EU,69.295193,16.139379,43,medium_airport,yes
AOC,EDAC,Leipzig–Altenburg Airport,Nobitz,DE,EU,50.981945,12.506389,640,medium_airport,no
AOE,LTBY,Hasan Polatkan Airport,Eskişehir,TR,AS,39.811644,30.519268,2588,large_airport,yes
AOG,ZYAS,Anshan Teng'ao Airport / Anshan Air Base,Anshan,CN,AS,41.105301,122.853996,,medium_airport,yes
AOI,LIPY,Marche Airport,Falconara Marittima (AN),IT,EU,43.616299,13.3623,49,medium_airport,yes
AOJ,RJSA,Aomori Airport,Aomori,JP,AS,40.733777,140.689477,664,large_airport,yes
AOK,LGKP,Karpathos Airport,Karpathos Island,GR,EU,35.421398,27.146,66,medium_airport,yes
AOL,SARL,Paso De Los Libres Airport,Paso de los Libres,AR,SA,-29.6894,-57.1521,230,medium_airport,no
AOO,KAOO,Altoona Blair County Airport,Altoona,US,NA,40.296398,-78.32,1503,medium_airport,yes
AOR,WMKA,Sultan Abdul Halim Airport,Alor Satar,MY,AS,6.189670085906982,100.39800262451172,15,medium_airport,yes
AOT,LIMW,Aosta Corrado Gex Airport,Saint-Christophe (AO),IT,EU,45.738552,7.3683,1791,medium_airport,no
APA,KAPA,Centennial Airport,Denver,US,NA,39.57009888,-104.848999,5885,medium_airport,no
APF,KAPF,Naples Municipal Airport,Naples,US,NA,26.1525993347,-81.7752990723,8,medium_airport,no
APG,KAPG,Phillips Army Air Field,Aberdeen,US,NA,39.466202,-76.1688,57,medium_airport,no
API,SKAP,Gomez Nino Apiay Air Base,Apiay,CO,SA,4.07607,-73.5627,1207,medium_airport,no
APJ,ZUPL,Ali Pulan Airport,Burang Town,CN,AS,30.397898,81.13317,13943,medium_airport,no
APL,FQNP,Nampula Airport,Nampula,MZ,AF,-15.1056,39.281799,1444,large_airport,yes
APN,KAPN,Alpena County Regional Airport,Alpena,US,NA,45.0780983,-83.56030273,690,medium_airport,yes
APO,SKLC,Antonio Roldán Betancur Airport,Carepa,CO,SA,7.81196,-76.7164,46,medium_airport,yes
APW,NSFA,Faleolo International Airport,Apia,WS,OC,-13.83,-172.007996,58,large_airport,yes
APZ,SAHZ,Zapala Airport,Zapala,AR,SA,-38.975498,-70.113602,3330,medium_airport,no
AQA,SBAQ,Araraquara Airport,Araraquara,BR,SA,-21.812,-48.132999,2334,medium_airport,yes
AQG,ZSAQ,Anqing Tianzhushan Airport / Anqing North Air Base,Anqing,CN,AS,30.582199,117.050003,,medium_airport,yes
AQI,OEPA,Al Qaisumah/Hafr Al Batin Airport,Qaisumah,SA,AS,28.335199,46.125099,1174,medium_airport,yes
AQJ,OJAQ,King Hussein International Airport,Aqaba,JO,AS,29.611601,35.018101,175,large_airport,yes
AQP,SPQU,Rodríguez Ballón International Airport,Arequipa,PE,SA,-16.340786,-71.569485,8405,large_airport,yes
ARA,KARA,Acadiana Regional Airport,New Iberia,US,NA,30.0378,-91.883904,24,medium_airport,no
ARC,PARC,Arctic Village Airport,Arctic Village,US,NA,68.1147,-145.578995,2092,medium_airport,yes
ARE,TJAB,Antonio Nery Juarbe Pol Airport,Arecibo,PR,NA,18.45085,-66.675768,23,medium_airport,no
ARH,ULAA,Talagi Airport,Archangelsk,RU,EU,64.60030364990234,40.71670150756836,62,medium_airport,yes
ARI,SCAR,Chacalluta International Airport,Arica,CL,SA,-18.348499,-70.338699,167,medium_airport,yes
ARK,HTAR,Arusha Airport,Arusha,TZ,AF,-3.3677899837493896,36.63330078125,4550,medium_airport,yes
ARM,YARM,Armidale Airport,Armidale,AU,OC,-30.528099060099997,151.617004395,3556,medium_airport,yes
ARN,ESSA,Stockholm-Arlanda Airport,Stockholm,SE,EU,59.64849,17.928829,137,large_airport,yes
ART,KART,Watertown International Airport,Watertown,US,NA,43.991901,-76.021698,325,medium_airport,yes
ARU,SBAU,Araçatuba Airport,Araçatuba,BR,SA,-21.141479,-50.424575,1358,medium_airport,yes
ARW,LRAR,Arad International Airport,Arad,RO,EU,46.176136,21.264322,352,medium_airport,yes
ARX,SBAC,Aracati Dragão do Mar Regional Airport,Aracati,BR,SA,-4.568896,-37.805135,128,medium_airport,no
ARY,YARA,Ararat Airport,Ararat,AU,OC,-37.309978,142.988688,1008,medium_airport,no
ASA,HHSB,Assab International Airport,Assab,ER,AF,13.0718,42.645,46,medium_airport,no
ASB,UTAA,Ashgabat International Airport,Ashgabat,TM,AS,37.986801,58.361,692,large_airport,yes
ASD,MYAF,Andros Town Airport,Andros Town,BS,NA,24.697901,-77.795601,5,medium_airport,yes
ASE,KASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,US,NA,39.223202,-106.869003,7820,medium_airport,yes
ASF,URWA,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,AS,46.282843,48.010511,-65,large_airport,yes
ASI,FHAW,RAF Ascension Island,Cat Hill,SH,AF,-7.970179,-14.392744,278,medium_airport,yes
ASJ,RJKA,Amami Airport,Amami,JP,AS,28.430599212646484,129.71299743652344,27,medium_airport,yes
ASK,DIYO,Yamoussoukro International Airport,Yamoussoukro,CI,AF,6.90317,-5.36558,699,large_airport,no
ASM,HHAS,Asmara International Airport,Asmara,ER,AF,15.2919,38.910702,7661,large_airport,yes
ASO,HASO,Asosa Airport,Asosa,ET,AF,10.018500328063965,34.586299896240234,5100,medium_airport,yes
ASP,YBAS,Alice Springs Airport,Alice Springs,AU,OC,-23.806588,133.903427,1789,medium_airport,yes
ASR,LTAU,Kayseri Erkilet International Airport,Kayseri,TR,AS,38.770401,35.495399,3463,large_airport,yes
AST,KAST,Astoria Regional Airport,Astoria,US,NA,46.158000946,-123.878997803,15,medium_airport,no
ASU,SGAS,Silvio Pettirossi International Airport,Asunción,PY,SA,-25.240156,-57.519227,292,large_airport,yes
ASV,HKAM,Amboseli Airport,Amboseli National Park,KE,AF,-2.645050048828125,37.25310134887695,3755,medium_airport,yes
ASW,HESN,Aswan International Airport,Aswan,EG,AF,23.961075,32.820382,650,large_airport,yes
ATA,SPHZ,Comandante FAP German Arias Graziani Airport,Anta,PE,SA,-9.347439765930176,-77.59839630126953,9097,medium_airport,no
ATC,MYCA,Arthur's Town Airport,Arthur's Town,BS,NA,24.6294,-75.673797,18,medium_airport,yes
ATF,SEAM,Chachoán Regional Airport,Ambato,EC,SA,-1.21207,-78.5746,8502,medium_airport,no
ATG,,Minhas Air Base,Kamra,PK,AS,33.8690986633,72.4009017944,1023,medium_airport,no
ATH,LGAV,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,EU,37.936401,23.9445,308,large_airport,yes
ATK,PATQ,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,NA,70.46704,-157.436013,96,medium_airport,yes
ATL,KATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,NA,33.6367,-84.428101,1026,large_airport,yes
ATM,SBHT,Altamira Interstate Airport,Altamira,BR,SA,-3.253144,-52.253938,368,medium_airport,yes
ATQ,VIAR,Sri Guru Ram Das Ji International Airport,Amritsar,IN,AS,31.7096,74.797302,756,large_airport,yes
ATR,GQPA,Atar International Airport,Atar,MR,AF,20.505823,-13.043744,734,large_airport,yes
ATW,KATW,Appleton International Airport,Appleton,US,NA,44.258515,-88.519,918,medium_airport,yes
ATY,KATY,Watertown Regional Airport,Watertown,US,NA,44.91400146,-97.15470123,1749,medium_airport,yes
ATZ,HEAT,Asyut International Airport,Asyut,EG,AF,27.045962,31.01276,748,large_airport,yes
AUA,TNCA,Queen Beatrix International Airport,Oranjestad,AW,NA,12.501056,-70.014281,60,large_airport,yes
AUC,SKUC,Santiago Perez Airport,Arauca,CO,SA,7.06888,-70.7369,420,medium_airport,yes
AUF,LFLA,Auxerre Branches airport,Auxerre,FR,EU,47.850201,3.49711,523,medium_airport,no
AUG,KAUG,Augusta State Airport,Augusta,US,NA,44.320598602299995,-69.7973022461,352,medium_airport,yes
AUH,OMAA,Zayed International Airport,Abu Dhabi,AE,AS,24.440966,54.649237,88,large_airport,yes
AUQ,NTMN,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,OC,-9.76879024506,-139.011001587,1481,medium_airport,yes
AUR,LFLW,Aurillac airport,Aurillac,FR,EU,44.891399,2.42194,2096,medium_airport,yes
AUS,KAUS,Austin Bergstrom International Airport,Austin,US,NA,30.197535,-97.662015,542,large_airport,yes
AUW,KAUW,Wausau Downtown Airport,Wausau,US,NA,44.9262008667,-89.6266021729,1201,medium_airport,no
AUX,SWGN,Araguaína Airport,Araguaína,BR,SA,-7.22787,-48.240501,771,medium_airport,yes
AVA,ZUAS,Anshun Huangguoshu Airport,Anshun (Xixiu),CN,AS,26.260556,105.873333,4812,medium_airport,yes
AVB,LIPA,Aviano Air Base,Aviano (PN),IT,EU,46.031898,12.596503,410,medium_airport,no
AVI,MUCA,Máximo Gómez Airport,Ciro Redondo,CU,NA,22.0271,-78.789597,335,medium_airport,no
AVK,ZMAH,Arvaikheer Airport,Arvaikheer,MN,AS,46.250301361083984,102.802001953125,5932,medium_airport,yes
AVL,KAVL,Asheville Regional Airport,Asheville,US,NA,35.435488,-82.541853,2165,medium_airport,yes
AVN,LFMV,Avignon Caumont airport,Avignon,FR,EU,43.907299,4.90183,124,medium_airport,yes
AVP,KAVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,US,NA,41.337064,-75.724232,962,medium_airport,yes
AVV,YMAV,Melbourne Avalon International Airport,Geelong/Melbourne,AU,OC,-38.040269,144.467196,35,large_airport,yes
AWA,HALA,Hawassa International Airport,Hawassa,ET,AF,7.100611,38.396455,5450,large_airport,yes
AWK,PWAK,Wake Island Airfield,Wake Island,UM,OC,19.282437,166.636637,14,medium_airport,yes
AWZ,OIAW,Qasem Soleimani International Airport,Ahvaz,IR,AS,31.3364,48.763789,66,large_airport,yes
AXA,TQPF,Clayton J. Lloyd International Airport,The Valley,AI,NA,18.204773,-63.05383,127,medium_airport,yes
AXD,LGAL,Alexandroupoli Democritus Airport,Alexandroupolis,GR,EU,40.8559,25.956301,24,medium_airport,yes
AXF,ZBAL,Alxa Left Banner Bayanhot Airport,Bayanhot,CN,AS,38.748317,105.58416,4560,medium_airport,yes
AXJ,RJDA,Amakusa Airport,Amakusa,JP,AS,32.482498,130.158997,340,medium_airport,yes
AXK,OYAT,Ataq Airport,Ataq,YE,AS,14.5513,46.826199,3735,medium_airport,no
AXM,SKAR,El Eden Airport,Armenia,CO,SA,4.45278,-75.7664,3990,medium_airport,yes
AXN,KAXN,Chandler Field,Alexandria,US,NA,45.866299,-95.394699,1425,medium_airport,no
AXP,MYAP,Spring Point Airport,Spring Point,BS,NA,22.441799,-73.970901,11,medium_airport,yes
